Código do colaborador,Data de Admissão,Data de desligamento,Ano-mês de referência,Equipe
TJ7O,2025-10-05,,2025-12,Equipe 3
0TRD,2025-10-22,,2025-11,Equipe 14
0TRD,2025-10-22,,2025-12,Equipe 14
5DWY,2025-10-19,2025-11-13,2025-11,Equipe 4
7U00,2025-02-01,,2025-02,Equipe 13
7U00,2025-02-01,,2025-03,Equipe 7
7U00,2025-02-01,,2025-04,Equipe 7
7U00,2025-02-01,,2025-05,Equipe 7
7U00,2025-02-01,,2025-06,Equipe 7
7U00,2025-02-01,,2025-07,Equipe 7
7U00,2025-02-01,,2025-08,Equipe 7
7U00,2025-02-01,,2025-09,Equipe 7
7U00,2025-02-01,,2025-10,Equipe 7
7U00,2025-02-01,,2025-11,Equipe 7
7U00,2025-02-01,,2025-12,Equipe 7
JTYL,2025-11-14,,2025-12,Equipe 6
84PO,2025-02-06,,2025-03,Equipe 12
84PO,2025-02-06,,2025-04,Equipe 12
84PO,2025-02-06,,2025-05,Equipe 12
84PO,2025-02-06,,2025-06,Equipe 19
84PO,2025-02-06,,2025-07,Equipe 19
84PO,2025-02-06,,2025-08,Equipe 19
84PO,2025-02-06,,2025-09,Equipe 19
84PO,2025-02-06,,2025-10,Equipe 19
84PO,2025-02-06,,2025-11,Equipe 19
84PO,2025-02-06,,2025-12,Equipe 19
TJ3D,2025-10-02,,2025-11,Equipe 9
TJ3D,2025-10-02,,2025-12,Equipe 9
9009,2025-09-25,2025-12-22,2025-10,Equipe 7
9009,2025-09-25,2025-12-22,2025-11,Equipe 7
9009,2025-09-25,2025-12-22,2025-12,Equipe 7
7IYP,2025-10-18,,2025-11,Equipe 13
7IYP,2025-10-18,,2025-12,Equipe 13
QNVF,2025-09-14,,2025-10,Equipe 3
QNVF,2025-09-14,,2025-11,Equipe 3
QNVF,2025-09-14,,2025-12,Equipe 3
MDRY,2025-07-12,,2025-08,Equipe 5
MDRY,2025-07-12,,2025-09,Equipe 5
MDRY,2025-07-12,,2025-10,Equipe 5
MDRY,2025-07-12,,2025-11,Equipe 5
MDRY,2025-07-12,,2025-12,Equipe 5
CEM9,2025-02-14,2025-09-25,2025-03,Equipe 8
CEM9,2025-02-14,2025-09-25,2025-04,Equipe 8
CEM9,2025-02-14,2025-09-25,2025-05,Equipe 8
CEM9,2025-02-14,2025-09-25,2025-06,Equipe 8
CEM9,2025-02-14,2025-09-25,2025-07,Equipe 8
CEM9,2025-02-14,2025-09-25,2025-08,Equipe 8
CEM9,2025-02-14,2025-09-25,2025-09,Equipe 8
N4NV,2025-02-10,,2025-03,Equipe 16
N4NV,2025-02-10,,2025-04,Equipe 16
N4NV,2025-02-10,,2025-05,Equipe 16
N4NV,2025-02-10,,2025-06,Equipe 16
N4NV,2025-02-10,,2025-07,Equipe 16
N4NV,2025-02-10,,2025-08,Equipe 16
N4NV,2025-02-10,,2025-09,Equipe 16
N4NV,2025-02-10,,2025-10,Equipe 16
N4NV,2025-02-10,,2025-11,Equipe 16
N4NV,2025-02-10,,2025-12,Equipe 16
TANM,2025-07-09,2025-12-24,2025-08,Equipe 7
TANM,2025-07-09,2025-12-24,2025-09,Equipe 7
TANM,2025-07-09,2025-12-24,2025-10,Equipe 7
TANM,2025-07-09,2025-12-24,2025-11,Equipe 7
TANM,2025-07-09,2025-12-24,2025-12,Equipe 7
SY38,2025-02-05,,2025-03,Equipe 2
SY38,2025-02-05,,2025-04,Equipe 2
SY38,2025-02-05,,2025-05,Equipe 2
SY38,2025-02-05,,2025-06,Equipe 2
SY38,2025-02-05,,2025-07,Equipe 2
SY38,2025-02-05,,2025-08,Equipe 2
SY38,2025-02-05,,2025-09,Equipe 2
SY38,2025-02-05,,2025-10,Equipe 2
SY38,2025-02-05,,2025-11,Equipe 2
SY38,2025-02-05,,2025-12,Equipe 2
WTQX,2025-05-09,,2025-06,Equipe 8
WTQX,2025-05-09,,2025-07,Equipe 8
WTQX,2025-05-09,,2025-08,Equipe 8
WTQX,2025-05-09,,2025-09,Equipe 8
WTQX,2025-05-09,,2025-10,Equipe 8
WTQX,2025-05-09,,2025-11,Equipe 13
WTQX,2025-05-09,,2025-12,Equipe 13
653G,2025-10-12,,2025-11,Equipe 3
653G,2025-10-12,,2025-12,Equipe 3
4UNX,2025-04-14,,2025-05,Equipe 20
4UNX,2025-04-14,,2025-06,Equipe 13
4UNX,2025-04-14,,2025-07,Equipe 13
4UNX,2025-04-14,,2025-08,Equipe 13
4UNX,2025-04-14,,2025-09,Equipe 18
4UNX,2025-04-14,,2025-10,Equipe 18
4UNX,2025-04-14,,2025-11,Equipe 18
4UNX,2025-04-14,,2025-12,Equipe 18
U0CO,2025-08-06,,2025-09,Equipe 7
U0CO,2025-08-06,,2025-10,Equipe 7
U0CO,2025-08-06,,2025-11,Equipe 7
U0CO,2025-08-06,,2025-12,Equipe 7
JBQ9,2025-08-09,,2025-09,Equipe 7
JBQ9,2025-08-09,,2025-10,Equipe 7
JBQ9,2025-08-09,,2025-11,Equipe 7
JBQ9,2025-08-09,,2025-12,Equipe 7
0SJM,2025-06-25,,2025-07,Equipe 8
0SJM,2025-06-25,,2025-08,Equipe 8
0SJM,2025-06-25,,2025-09,Equipe 8
0SJM,2025-06-25,,2025-10,Equipe 8
0SJM,2025-06-25,,2025-11,Equipe 8
0SJM,2025-06-25,,2025-12,Equipe 8
VOYP,2025-11-04,,2025-12,Equipe 13
553K,2025-09-20,,2025-10,Equipe 19
553K,2025-09-20,,2025-11,Equipe 19
553K,2025-09-20,,2025-12,Equipe 19
WKI8,2025-03-13,,2025-04,Equipe 10
WKI8,2025-03-13,,2025-05,Equipe 10
WKI8,2025-03-13,,2025-06,Equipe 10
WKI8,2025-03-13,,2025-07,Equipe 10
WKI8,2025-03-13,,2025-08,Equipe 10
WKI8,2025-03-13,,2025-09,Equipe 10
WKI8,2025-03-13,,2025-10,Equipe 10
WKI8,2025-03-13,,2025-11,Equipe 10
WKI8,2025-03-13,,2025-12,Equipe 10
5L8D,2025-02-27,2025-11-14,2025-03,Equipe 1
5L8D,2025-02-27,2025-11-14,2025-04,Equipe 1
5L8D,2025-02-27,2025-11-14,2025-05,Equipe 1
5L8D,2025-02-27,2025-11-14,2025-06,Equipe 1
5L8D,2025-02-27,2025-11-14,2025-07,Equipe 1
5L8D,2025-02-27,2025-11-14,2025-08,Equipe 1
5L8D,2025-02-27,2025-11-14,2025-09,Equipe 1
5L8D,2025-02-27,2025-11-14,2025-10,Equipe 1
5L8D,2025-02-27,2025-11-14,2025-11,Equipe 1
7CED,2025-02-09,,2025-03,Equipe 11
7CED,2025-02-09,,2025-04,Equipe 11
7CED,2025-02-09,,2025-05,Equipe 11
7CED,2025-02-09,,2025-06,Equipe 11
7CED,2025-02-09,,2025-07,Equipe 11
7CED,2025-02-09,,2025-08,Equipe 11
7CED,2025-02-09,,2025-09,Equipe 11
7CED,2025-02-09,,2025-10,Equipe 11
7CED,2025-02-09,,2025-11,Equipe 11
7CED,2025-02-09,,2025-12,Equipe 11
A0IO,2025-10-02,,2025-11,Equipe 11
A0IO,2025-10-02,,2025-12,Equipe 11
EJAN,2025-10-21,,2025-11,Equipe 15
EJAN,2025-10-21,,2025-12,Equipe 15
63XD,2025-01-25,,2025-02,Equipe 9
63XD,2025-01-25,,2025-03,Equipe 9
63XD,2025-01-25,,2025-04,Equipe 9
63XD,2025-01-25,,2025-05,Equipe 9
63XD,2025-01-25,,2025-06,Equipe 9
63XD,2025-01-25,,2025-07,Equipe 9
63XD,2025-01-25,,2025-08,Equipe 1
63XD,2025-01-25,,2025-09,Equipe 1
63XD,2025-01-25,,2025-10,Equipe 1
63XD,2025-01-25,,2025-11,Equipe 6
63XD,2025-01-25,,2025-12,Equipe 6
45BA,2025-08-01,,2025-08,Equipe 5
45BA,2025-08-01,,2025-09,Equipe 5
45BA,2025-08-01,,2025-10,Equipe 5
45BA,2025-08-01,,2025-11,Equipe 5
45BA,2025-08-01,,2025-12,Equipe 5
890A,2025-05-07,2025-08-20,2025-06,Equipe 6
890A,2025-05-07,2025-08-20,2025-07,Equipe 6
890A,2025-05-07,2025-08-20,2025-08,Equipe 6
B7R8,2025-11-02,,2025-12,Equipe 14
SB61,2025-03-03,,2025-04,Equipe 1
SB61,2025-03-03,,2025-05,Equipe 1
SB61,2025-03-03,,2025-06,Equipe 1
SB61,2025-03-03,,2025-07,Equipe 10
SB61,2025-03-03,,2025-08,Equipe 10
SB61,2025-03-03,,2025-09,Equipe 10
SB61,2025-03-03,,2025-10,Equipe 10
SB61,2025-03-03,,2025-11,Equipe 10
SB61,2025-03-03,,2025-12,Equipe 10
LGG7,2025-06-22,,2025-07,Equipe 20
LGG7,2025-06-22,,2025-08,Equipe 20
LGG7,2025-06-22,,2025-09,Equipe 20
LGG7,2025-06-22,,2025-10,Equipe 20
LGG7,2025-06-22,,2025-11,Equipe 20
LGG7,2025-06-22,,2025-12,Equipe 20
JPM7,2025-04-17,2025-05-03,2025-05,Equipe 8
