Card,Data da alteração,Objeto alterado,Valor anterior,Valor posterior
118911,2026-01-16,status,In Refinement,In Progress
118911,2026-01-20,status,In Progress,Done
114868,2025-07-21,status,Lista de desejos,Backlog
114868,2025-07-23,status,Backlog,Triage
114868,2025-07-26,status,Triage,For Refinement
114868,2025-07-29,status,For Refinement,In Refinement
114868,2025-08-01,status,In Refinement,In Progress
114868,2025-08-03,status,In Progress,Done
113330,2025-07-03,status,Backlog,Triage
113330,2025-07-07,status,Triage,For Refinement
113330,2025-07-10,status,For Refinement,In Refinement
113330,2025-07-14,status,In Refinement,For Technical Analysis
113330,2025-07-17,status,For Technical Analysis,In Technical Analysis
113330,2025-07-20,status,In Technical Analysis,Ready for Development
113330,2025-07-24,status,Ready for Development,In Development
120049,2025-06-04,status,Lista de desejos,Backlog
120049,2025-06-07,status,Backlog,Triage
120049,2025-06-09,status,Triage,For Refinement
120049,2025-06-11,status,For Refinement,In Refinement
120049,2025-06-13,status,In Refinement,In Progress
120049,2025-06-16,status,In Progress,Done
103232,2025-07-02,status,Backlog,Triage
103232,2025-07-11,status,Triage,For Refinement
103232,2025-07-19,status,For Refinement,In Refinement
103232,2025-07-27,status,In Refinement,For Technical Analysis
103232,2025-08-05,status,For Technical Analysis,In Technical Analysis
102096,2025-07-04,status,Lista de desejos,Backlog
102096,2025-07-08,status,Backlog,Triage
102096,2025-07-12,status,Triage,For Refinement
102096,2025-07-16,status,For Refinement,In Refinement
102096,2025-07-20,status,In Refinement,In Progress
102096,2025-07-24,status,In Progress,Done
106825,2025-07-13,status,Lista de desejos,Backlog
106825,2025-07-15,status,Backlog,Triage
106825,2025-07-18,status,Triage,For Refinement
106825,2025-07-21,status,For Refinement,In Refinement
106825,2025-07-24,status,In Refinement,In Progress
106825,2025-07-26,status,In Progress,Done
107049,2025-04-08,status,Lista de desejos,Backlog
107049,2025-04-11,status,Backlog,Triage
107049,2025-04-14,status,Triage,For Refinement
107049,2025-04-18,status,For Refinement,In Refinement
107049,2025-04-21,status,In Refinement,In Progress
107049,2025-04-24,status,In Progress,Done
121395,2025-06-10,status,Lista de desejos,Backlog
121395,2025-06-13,status,Backlog,Triage
121395,2025-06-15,status,Triage,For Refinement
121395,2025-06-18,status,For Refinement,In Refinement
121395,2025-06-20,status,In Refinement,In Progress
121395,2025-06-23,status,In Progress,Done
102666,2025-08-07,status,Lista de desejos,Backlog
102666,2025-08-10,status,Backlog,Triage
102666,2025-08-14,status,Triage,For Refinement
102666,2025-08-18,status,For Refinement,In Refinement
102666,2025-08-22,status,In Refinement,In Progress
102666,2025-08-25,status,In Progress,Done
114838,2025-04-21,status,Lista de desejos,Backlog
114838,2025-04-25,status,Backlog,Triage
114838,2025-04-28,status,Triage,For Refinement
114838,2025-05-01,status,For Refinement,In Refinement
114838,2025-05-04,status,In Refinement,In Progress
114838,2025-05-08,status,In Progress,Done
101040,2025-06-23,status,Lista de desejos,Backlog
101040,2025-06-27,status,Backlog,Triage
101040,2025-06-30,status,Triage,For Refinement
101040,2025-07-04,status,For Refinement,In Refinement
101040,2025-07-07,status,In Refinement,In Progress
101040,2025-07-10,status,In Progress,Done
101040,2025-07-14,status,Done,Canceled
118593,2025-04-30,status,Lista de desejos,Backlog
118593,2025-05-04,status,Backlog,Triage
118593,2025-05-08,status,Triage,For Refinement
118593,2025-05-11,status,For Refinement,In Refinement
118593,2025-05-15,status,In Refinement,In Progress
118593,2025-05-19,status,In Progress,Done
124760,2025-12-26,status,Backlog,Triage
124760,2026-01-02,status,Triage,For Refinement
124760,2026-01-09,status,For Refinement,In Refinement
124760,2026-01-17,status,In Refinement,For Technical Analysis
124760,2026-01-25,status,For Technical Analysis,In Technical Analysis
124964,2025-04-29,status,Lista de desejos,Backlog
124964,2025-05-01,status,Backlog,Triage
124964,2025-05-04,status,Triage,For Refinement
124964,2025-05-06,status,For Refinement,In Refinement
124964,2025-05-08,status,In Refinement,In Progress
124964,2025-05-11,status,In Progress,Done
124964,2025-05-13,status,Done,Canceled
110114,2025-05-19,status,Lista de desejos,Backlog
110114,2025-05-21,status,Backlog,Triage
110114,2025-05-23,status,Triage,For Refinement
110114,2025-05-25,status,For Refinement,In Refinement
110114,2025-05-27,status,In Refinement,In Progress
110114,2025-05-29,status,In Progress,Done
105864,2025-09-04,status,Backlog,Triage
105864,2025-09-08,status,Triage,For Refinement
105864,2025-09-11,status,For Refinement,In Refinement
105864,2025-09-15,status,In Refinement,For Technical Analysis
105864,2025-09-18,status,For Technical Analysis,In Technical Analysis
105864,2025-09-22,status,In Technical Analysis,Ready for Development
122483,2025-07-17,status,Lista de desejos,Backlog
122483,2025-07-19,status,Backlog,Triage
122483,2025-07-21,status,Triage,For Refinement
122483,2025-07-23,status,For Refinement,In Refinement
122483,2025-07-25,status,In Refinement,In Progress
122483,2025-07-27,status,In Progress,Done
121611,2025-09-26,status,Lista de desejos,Backlog
121611,2025-09-29,status,Backlog,Triage
121611,2025-10-03,status,Triage,For Refinement
121611,2025-10-06,status,For Refinement,In Refinement
121611,2025-10-10,status,In Refinement,In Progress
121611,2025-10-13,status,In Progress,Done
100137,2025-05-25,status,Lista de desejos,Backlog
100137,2025-05-26,status,Backlog,Triage
100137,2025-05-28,status,Triage,For Refinement
100137,2025-05-30,status,For Refinement,In Refinement
100137,2025-06-01,status,In Refinement,In Progress
100137,2025-06-02,status,In Progress,Done
101732,2025-06-10,status,Backlog,Triage
101732,2025-06-15,status,Triage,For Refinement
101732,2025-06-19,status,For Refinement,In Refinement
101732,2025-06-24,status,In Refinement,For Technical Analysis
101732,2025-06-29,status,For Technical Analysis,In Technical Analysis
101732,2025-07-04,status,In Technical Analysis,Ready for Development
101732,2025-07-09,status,Ready for Development,In Development
101732,2025-07-14,status,In Development,For Release
101732,2025-07-18,status,For Release,Waiting Information
101732,2025-07-23,status,Waiting Information,Information Sent
113038,2025-03-22,status,Backlog,Triage
113038,2025-03-29,status,Triage,For Refinement
113038,2025-04-05,status,For Refinement,In Refinement
122130,2025-01-25,status,Lista de desejos,Backlog
122130,2025-01-29,status,Backlog,Triage
122130,2025-02-01,status,Triage,For Refinement
122130,2025-02-05,status,For Refinement,In Refinement
122130,2025-02-08,status,In Refinement,In Progress
122130,2025-02-12,status,In Progress,Done
106664,2025-11-16,status,Lista de desejos,Backlog
106664,2025-11-19,status,Backlog,Triage
106664,2025-11-23,status,Triage,For Refinement
106664,2025-11-27,status,For Refinement,In Refinement
106664,2025-12-01,status,In Refinement,In Progress
106664,2025-12-04,status,In Progress,Done
117956,2025-11-18,status,Lista de desejos,Backlog
117956,2025-11-19,status,Backlog,Triage
117956,2025-11-21,status,Triage,For Refinement
117956,2025-11-22,status,For Refinement,In Refinement
117956,2025-11-23,status,In Refinement,In Progress
117956,2025-11-25,status,In Progress,Done
117956,2025-11-26,status,Done,Canceled
122456,2025-02-13,status,Lista de desejos,Backlog
122456,2025-02-16,status,Backlog,Triage
122456,2025-02-18,status,Triage,For Refinement
122456,2025-02-20,status,For Refinement,In Refinement
122456,2025-02-22,status,In Refinement,In Progress
122456,2025-02-25,status,In Progress,Done
111614,2025-09-01,status,Lista de desejos,Backlog
111614,2025-09-06,status,Backlog,Triage
111614,2025-09-10,status,Triage,For Refinement
111614,2025-09-14,status,For Refinement,In Refinement
111614,2025-09-18,status,In Refinement,In Progress
111614,2025-09-23,status,In Progress,Done
122289,2025-06-30,status,Backlog,Triage
122289,2025-07-08,status,Triage,For Refinement
122289,2025-07-15,status,For Refinement,In Refinement
122289,2025-07-23,status,In Refinement,For Technical Analysis
122289,2025-07-30,status,For Technical Analysis,In Technical Analysis
122289,2025-08-06,status,In Technical Analysis,Ready for Development
122289,2025-08-14,status,Ready for Development,In Development
111809,2025-07-06,status,Lista de desejos,Backlog
111809,2025-07-10,status,Backlog,Triage
111809,2025-07-13,status,Triage,For Refinement
111809,2025-07-17,status,For Refinement,In Refinement
111809,2025-07-20,status,In Refinement,In Progress
111809,2025-07-24,status,In Progress,Done
123732,2025-01-27,status,Lista de desejos,Backlog
123732,2025-01-28,status,Backlog,Triage
123732,2025-01-30,status,Triage,For Refinement
123732,2025-01-31,status,For Refinement,In Refinement
123732,2025-02-02,status,In Refinement,In Progress
123732,2025-02-03,status,In Progress,Done
105001,2025-06-03,status,Lista de desejos,Backlog
105001,2025-06-05,status,Backlog,Triage
105001,2025-06-07,status,Triage,For Refinement
105001,2025-06-10,status,For Refinement,In Refinement
105001,2025-06-12,status,In Refinement,In Progress
105001,2025-06-14,status,In Progress,Done
106409,2025-07-27,status,Lista de desejos,Backlog
106409,2025-07-30,status,Backlog,Triage
106409,2025-08-02,status,Triage,For Refinement
106409,2025-08-05,status,For Refinement,In Refinement
106409,2025-08-08,status,In Refinement,In Progress
106409,2025-08-11,status,In Progress,Done
123183,2025-09-11,status,Lista de desejos,Backlog
123183,2025-09-15,status,Backlog,Triage
123183,2025-09-18,status,Triage,For Refinement
123183,2025-09-22,status,For Refinement,In Refinement
123183,2025-09-25,status,In Refinement,In Progress
123183,2025-09-29,status,In Progress,Done
103761,2025-05-07,status,Backlog,Triage
103761,2025-05-22,status,Triage,For Refinement
103761,2025-06-05,status,For Refinement,In Refinement
113696,2025-01-31,status,Backlog,Triage
119373,2025-10-20,status,Lista de desejos,Backlog
119373,2025-10-23,status,Backlog,Triage
119373,2025-10-26,status,Triage,For Refinement
119373,2025-10-29,status,For Refinement,In Refinement
119373,2025-11-01,status,In Refinement,In Progress
119373,2025-11-04,status,In Progress,Done
112695,2025-05-02,status,Backlog,Triage
102626,2025-06-01,status,Lista de desejos,Backlog
102626,2025-06-03,status,Backlog,Triage
102626,2025-06-05,status,Triage,For Refinement
102626,2025-06-08,status,For Refinement,In Refinement
102626,2025-06-10,status,In Refinement,In Progress
102626,2025-06-12,status,In Progress,Done
123475,2025-09-28,status,Backlog,Triage
123475,2025-10-01,status,Triage,For Refinement
123475,2025-10-04,status,For Refinement,In Refinement
119719,2025-04-11,status,Backlog,Triage
119719,2025-04-20,status,Triage,For Refinement
119719,2025-04-28,status,For Refinement,In Refinement
122617,2025-08-25,status,Lista de desejos,Backlog
122617,2025-08-30,status,Backlog,Triage
122617,2025-09-03,status,Triage,For Refinement
122617,2025-09-07,status,For Refinement,In Refinement
122617,2025-09-11,status,In Refinement,In Progress
122617,2025-09-16,status,In Progress,Done
103490,2025-09-25,status,Lista de desejos,Backlog
103490,2025-09-28,status,Backlog,Triage
103490,2025-10-01,status,Triage,For Refinement
103490,2025-10-05,status,For Refinement,In Refinement
103490,2025-10-08,status,In Refinement,In Progress
103490,2025-10-11,status,In Progress,Done
108129,2025-07-21,status,Backlog,Triage
108129,2025-07-24,status,Triage,For Refinement
108129,2025-07-27,status,For Refinement,In Refinement
108129,2025-07-30,status,In Refinement,For Technical Analysis
108129,2025-08-02,status,For Technical Analysis,In Technical Analysis
108129,2025-08-05,status,In Technical Analysis,Ready for Development
108129,2025-08-08,status,Ready for Development,In Development
108129,2025-08-11,status,In Development,For Release
104843,2025-11-15,status,Lista de desejos,Backlog
104843,2025-11-16,status,Backlog,Triage
104843,2025-11-18,status,Triage,For Refinement
104843,2025-11-20,status,For Refinement,In Refinement
104843,2025-11-22,status,In Refinement,In Progress
104843,2025-11-23,status,In Progress,Done
110732,2025-07-02,status,Lista de desejos,Backlog
110732,2025-07-06,status,Backlog,Triage
110732,2025-07-10,status,Triage,For Refinement
110732,2025-07-13,status,For Refinement,In Refinement
110732,2025-07-17,status,In Refinement,In Progress
110732,2025-07-21,status,In Progress,Done
109798,2025-09-02,status,Lista de desejos,Backlog
109798,2025-09-04,status,Backlog,Triage
109798,2025-09-06,status,Triage,For Refinement
109798,2025-09-08,status,For Refinement,In Refinement
109798,2025-09-10,status,In Refinement,In Progress
109798,2025-09-12,status,In Progress,Done
124184,2025-07-25,status,Backlog,Triage
124184,2025-07-29,status,Triage,For Refinement
124184,2025-08-02,status,For Refinement,In Refinement
124184,2025-08-05,status,In Refinement,For Technical Analysis
124184,2025-08-09,status,For Technical Analysis,In Technical Analysis
110291,2025-06-22,status,Backlog,Triage
110291,2025-06-28,status,Triage,For Refinement
110291,2025-07-03,status,For Refinement,In Refinement
110291,2025-07-09,status,In Refinement,For Technical Analysis
110291,2025-07-15,status,For Technical Analysis,In Technical Analysis
110291,2025-07-20,status,In Technical Analysis,Ready for Development
110291,2025-07-26,status,Ready for Development,In Development
108758,2025-06-08,status,Lista de desejos,Backlog
108758,2025-06-12,status,Backlog,Triage
108758,2025-06-15,status,Triage,For Refinement
108758,2025-06-19,status,For Refinement,In Refinement
108758,2025-06-23,status,In Refinement,In Progress
108758,2025-06-26,status,In Progress,Done
108758,2025-06-30,status,Done,Canceled
113484,2025-05-03,status,Lista de desejos,Backlog
113484,2025-05-06,status,Backlog,Triage
113484,2025-05-09,status,Triage,For Refinement
113484,2025-05-12,status,For Refinement,In Refinement
113484,2025-05-15,status,In Refinement,In Progress
113484,2025-05-18,status,In Progress,Done
106216,2025-10-03,status,Backlog,Triage
122774,2025-03-15,status,Lista de desejos,Backlog
122774,2025-03-18,status,Backlog,Triage
122774,2025-03-20,status,Triage,For Refinement
122774,2025-03-22,status,For Refinement,In Refinement
122774,2025-03-24,status,In Refinement,In Progress
122774,2025-03-27,status,In Progress,Done
109348,2025-10-17,status,Lista de desejos,Backlog
109348,2025-10-19,status,Backlog,Triage
109348,2025-10-22,status,Triage,For Refinement
109348,2025-10-25,status,For Refinement,In Refinement
109348,2025-10-28,status,In Refinement,In Progress
109348,2025-10-30,status,In Progress,Done
110825,2025-05-07,status,Lista de desejos,Backlog
110825,2025-05-09,status,Backlog,Triage
110825,2025-05-11,status,Triage,For Refinement
110825,2025-05-12,status,For Refinement,In Refinement
110825,2025-05-14,status,In Refinement,In Progress
110825,2025-05-16,status,In Progress,Done
102819,2025-11-01,status,Backlog,Triage
102819,2025-11-07,status,Triage,For Refinement
102819,2025-11-13,status,For Refinement,In Refinement
102819,2025-11-19,status,In Refinement,For Technical Analysis
102167,2025-07-11,status,Lista de desejos,Backlog
102167,2025-07-15,status,Backlog,Triage
102167,2025-07-19,status,Triage,For Refinement
102167,2025-07-23,status,For Refinement,In Refinement
